0A
24B
1
03A
BEC2BF46 BF4DBF59 -0.38036554446444 -0.80370096443221
BF4D56EE BCC236F5 -0.80210767593235 -0.02370784664527
BEEA60F3 BF418655 -0.45777092641219 -0.75595596618950
BEB42F19 BF40149E -0.35192183731124 -0.75031461799517
BF09AC20 BF0380BF -0.53778269095346 -0.51368323760107
BEF2C67C BEC4DFC9 -0.47417055536062 -0.38451983081177
BF1FF258 BF5F7F1D -0.62479163659737 -0.87303335545585
BD92A533 BEE6E8C3 -0.07160415314138 -0.45099458144978
BF5DAD56 BF1ED691 -0.86592612974346 -0.62046154914424
BDC72CD7 BF0A1E09 -0.09725349722430 -0.53952078381553
BF39CEAF BF303AD0 -0.72580998390913 -0.68839741498232
BF6535BC BE2B1C17 -0.89535116916522 -0.16709934128448
BEE0931F BF6D7177 -0.43862244999036 -0.92751259449869
BF3444D3 BD93B388 -0.70417517237365 -0.07211976917461
BDEF8530 BF222467 -0.11695325607434 -0.63336793053895
BC72939A BF56E190 -0.01480569923297 -0.83937929803506
BEE54E03 BE497E05 -0.44786081835628 -0.19676979305223
BDE11628 BE3AD46D -0.10990554280579 -0.18245097110048
BEE82C8D BEC4CAFB -0.45346488757059 -0.38436112180352
BF751628 BF01A2BD -0.95736933359876 -0.50638946099207
BF633E26 BCA20D62 -0.88766703056172 -0.01978177204728
BEF1C8CD BF5B147B -0.47223512735218 -0.85578127764165
BDED6DDC BEF1DDA5 -0.11593219498172 -0.47239413904026
BF073E10 BF7B6D6C -0.52829072065651 -0.98213838227093
BF4CBF15 BDA81E6D -0.79979068785906 -0.08208928070962
BF2CAE3E BF63502C -0.67453370289877 -0.88794207246974
BF24750E BB743526 -0.64241112209857 -0.00372631242499
BF20CCCF BF66284E -0.62812512973323 -0.89905251609161
BEC05384 BEAAE4D3 -0.37563716201112 -0.33377703465521
BF4A65D3 BF6317A5 -0.79061623616144 -0.88707952667028
BE15192E BE28131A -0.14560386398807 -0.16413536109030
BF1F7D68 BF623CCE -0.62300730310380 -0.88374031521380
BCC0529B BF1378ED -0.02347688889131 -0.57606395380571
BF682885 BF3C4527 -0.90686829481274 -0.73543018894270
BEC0180D BF357AD4 -0.37518348963931 -0.70890547800809
BF1309B1 BEC24F19 -0.57436660397798 -0.37950972700492
BED70737 BF0D5107 -0.41997691569850 -0.55201760539785
BF42882E BEF4D895 -0.75989041570574 -0.47821488743648
BEB71889 BEABC59C -0.35760906152427 -0.33549201115966
BF1D3DF0 BE9AD7C3 -0.61422635987401 -0.30242738360539
BF65A3CF BECB0E62 -0.89703079639003 -0.39659412158653
BF0EB18E BE2BBF12 -0.55739678256214 -0.16772105824202
BF634821 BF1479C1 -0.88781936001033 -0.57998281577602
BF456C26 BE7CBA46 -0.77118146046996 -0.24680432816967
BD253918 BF747676 -0.04033765336499 -0.95493259467185
BF0D57A0 BEE7890F -0.55211829720065 -0.45221754629165
BED73112 BF6B39A9 -0.42029623687267 -0.91884858207777
BDB47764 BBA52E7F -0.08811834640801 -0.00504094315693
BF391EA5 BF0AE616 -0.72312385169789 -0.54257331974804
BCF3F82D BF095297 -0.02978142583743 -0.53641645656899
BF0D275E BD9BBC97 -0.55138192698359 -0.07604330265895
BD74DC75 BF3B5964 -0.05978055810556 -0.73183272173628
BF699D04 BE86ED63 -0.91255212295800 -0.26352987112477
BE160E1E BF5E3788 -0.14653823059052 -0.86803485546261
BD7D3171 BF6B8D16 -0.06181472772732 -0.92012157058343
BEF76ABB BF4014EC -0.48323617083952 -0.75031925551593
BF1DA030 BEFF3D68 -0.61572550237179 -0.49851535540074
BF0C2DD4 BDA6439E -0.54757429566234 -0.08118365658447
BEE84C8D BEF9A2C6 -0.45370902447030 -0.48756999708712
BF16C494 BE87880D -0.58893703296781 -0.26470987312496
BF7A94B9 BE6875E4 -0.97883185651153 -0.22701222402975
BEC9F476 BED0789D -0.39444321859628 -0.40717020863667
BE9E8FF0 BF7DF6BD -0.30969191715121 -0.99204615782946
BEA3B97E BEE7140A -0.31977457785979 -0.45132476603612
BED4A73F BF17FFF0 -0.41533847525716 -0.59374907147139
BE100434 BF4103BC -0.14064104063436 -0.75396321620792
BF5C1A13 BE4FAD83 -0.85977288102731 -0.20281032891944
BF2218DD BD672373 -0.63319191010669 -0.05643029278144
BED90C7D BF616634 -0.42392339324579 -0.88046577339992
BF7CFE1F BF0FB7AE -0.98825259692967 -0.56139650521800
BEC838FC BF0A9F2B -0.39105976652354 -0.54149119555950
BF57AF67 BE7258C1 -0.84252018015832 -0.23666668869555
BF28332E BF38081D -0.65703093213961 -0.71887378627434
BDE4CF67 BF3D8D6E -0.11172371311113 -0.74043930694461
BF103CEF BF107E13 -0.56342978682369 -0.56442372919992
BE8A0AC0 BEC7A8DB -0.26961325434968 -0.38996013905853
BD75F97D BE99CCAD -0.06005238275975 -0.30038968706504
BF264357 BF0F0724 -0.64946502679959 -0.55870267748833
BDED5B74 BF61E73C -0.11589709296823 -0.88243459770456
BDA052AE BF328544 -0.07828270085156 -0.69734599860385
BE96A0E1 BF0E123F -0.29419616656378 -0.55496591376141
BE9FCCC4 BF1E235F -0.31210910528898 -0.61772720841691
BE1093D1 BF761B8E -0.14118887158111 -0.96135794231668
BF0AFDDE BE040B46 -0.54293621424586 -0.12894925335422
BE800C5C BEAB87F8 -0.25009430758655 -0.33502173842862
BF35D9AA BF6543F6 -0.71035256562755 -0.89556823531166
BF50B979 BE813C70 -0.81533006578684 -0.25241423444822
BEA6EDBC BF20EA03 -0.32603252073750 -0.62857076060027
BEC70CED BD86CE64 -0.38877050206065 -0.06582335010171
BE96090F BDB26959 -0.29303784854710 -0.08711499860510
BE112D50 BF4D72BE -0.14177441177890 -0.80253205122426
BE1FEE89 BF795D47 -0.15618338109925 -0.97407953115180
BEB59899 BDD6037A -0.35467986576259 -0.10449882177636
BE9F95E9 BF156CD3 -0.31169058708474 -0.58369174646214
BDDB80F1 BEBB95B7 -0.10717953136191 -0.36637661233544
BF311478 BF36C132 -0.69171856297180 -0.71388545446098
BE8BB07D BEEFFA85 -0.27283088676631 -0.46870819060132
BF141C33 BF474FD9 -0.57855527848005 -0.77856211597100
BE964331 BF0AAFF5 -0.29348139185458 -0.54174737073481
BE179C16 BEC42A12 -0.14805635390803 -0.38313346495852
BEA5F5C6 BF554FD0 -0.32414073031396 -0.83324909722432
BED5CC7D BE4839A2 -0.41757574444637 -0.19553235219792
BE9FDD8A BF44D2F5 -0.31223709462211 -0.76884393114597
BF75BF37 BF5CB879 -0.95994896115735 -0.86218985822052
BF532FAA BF5E3479 -0.82494603376836 -0.86798817478120
BE8DF40B BF48736F -0.27725251484662 -0.78301137080416
BD93AD0C BF68C0F8 -0.07210740773007 -0.90919445734471
BF54CC66 BF3746B6 -0.83124388195574 -0.71592270955443
BF03527A BF1BD8C6 -0.51297725830227 -0.60877647483721
BF34CA26 BE86EC8E -0.70620952732861 -0.26352351298556
BD228456 BF59E016 -0.03967698477209 -0.85107554867864
BCDB1954 BF02DF55 -0.02674547675997 -0.51122028799728
BDA2902C BDA71834 -0.07937654526904 -0.08158913208172
BE897D83 BE8F3111 -0.26853570993990 -0.27967123547569
BEDE701A BF48CD4A -0.43444900261238 -0.78438248019665
